"","X_id","dzNum","latitude","longitude","bigLat","bigLon"
"2126",98916,5,36.06658,129.386,"36.1","129.4"
"2137",98891,21,35.96232,127.122,"36","127.1"
"2326",98422,21,36.07983,129.3944,"36.1","129.4"
"2331",98913,22,37.45645,126.7224,"37.5","126.7"
"2722",98920,14,37.3408897,126.8236396,"37.3","126.8"
"2778",98629,0,35.6918993,128.4611287,"35.7","128.5"
"2822",105417,22,36.7833821,127.0191155,"36.8","127"
"2889",98481,5,36.0190178,129.3434808,"36","129.3"
"197",99527,2,37.5428364,126.9372707,"37.5","126.9"
"198",99529,1,37.5428364,126.9372707,"37.5","126.9"
"444",99291,4,37.56077,126.9564,"37.6","127"
"895",101713,7,37.21232,127.0398,"37.2","127"
"972",98952,5,36.35712,127.4062,"36.4","127.4"
"974",99704,5,35.90289,128.6208,"35.9","128.6"
"976",99512,1,36.3550054,129.2828327,"36.4","129.3"
"1020",99952,5,37.4440003,127.1415634,"37.4","127.1"
"1021",99260,6,37.4440003,127.1415634,"37.4","127.1"
"1196",99443,6,35.16391,126.8611,"35.2","126.9"
"1256",99269,14,35.2363814,128.8667369,"35.2","128.9"
"1313",99907,0,37.54172,126.9437,"37.5","126.9"
"1483",99555,6,34.80814,126.4521,"34.8","126.5"
"1618",99465,2,35.42043,127.4049,"35.4","127.4"
"2103",99595,4,37.19519,127.1169,"37.2","127.1"
"2106",99330,4,35.83743,128.6109,"35.8","128.6"
"2132",99381,6,35.09077,128.9797,"35.1","129"
"2202",99507,6,37.54939,126.8736,"37.5","126.9"
"2475",100274,14,37.66874,126.7999,"37.7","126.8"
"2561",99706,5,36.32092,127.3469,"36.3","127.3"
"3005",100049,6,34.9755526,127.5254291,"35","127.5"
"3044",99276,5,37.5294247,127.0793552,"37.5","127.1"
"42",100661,14,36.66066,127.509,"36.7","127.5"
"328",100608,0,37.6205271,126.837853,"37.6","126.8"
"336",100338,6,37.5769631,126.888377,"37.6","126.9"
"470",100867,6,37.5288931,126.650757,"37.5","126.7"
"565",100521,0,35.231488,128.5825339,"35.2","128.6"
"618",100156,6,36.7356,127.4511,"36.7","127.5"
"676",100869,5,35.3794652,128.3249555,"35.4","128.3"
"705",100177,5,37.52112,126.9941,"37.5","127"
"773",100401,22,37.1717588,127.0591884,"37.2","127.1"
"775",100491,6,37.01698,126.9141,"37","126.9"
"784",100688,2,35.93171,128.5439,"35.9","128.5"
"894",99817,11,37.07484,127.0637,"37.1","127.1"
"973",100421,5,35.90289,128.6208,"35.9","128.6"
"1069",100352,2,36.3393677,127.3886074,"36.3","127.4"
"1078",100167,6,37.25578,127.0436,"37.3","127"
"1134",100159,4,34.7603737,127.6622221,"34.8","127.7"
"1296",100412,0,37.50787,126.7639,"37.5","126.8"
"1300",100635,12,34.95986,127.5225,"35","127.5"
"1303",100313,5,36.75548,126.4209,"36.8","126.4"
"1353",100864,0,37.2801105,127.1543754,"37.3","127.2"
"1372",100039,2,36.772207,127.052235,"36.8","127.1"
"1756",100582,5,37.3382,127.098,"37.3","127.1"
"1954",100738,5,37.3724824,127.1637945,"37.4","127.2"
"2138",100251,5,35.96232,127.122,"36","127.1"
"2139",100770,6,35.87341,128.4791,"35.9","128.5"
"2157",100277,6,37.73236,126.7647,"37.7","126.8"
"2209",100435,6,37.55384,126.8378,"37.6","126.8"
"2376",99807,5,35.50341,128.7884,"35.5","128.8"
"2532",100185,0,34.93291,127.723,"34.9","127.7"
"2545",100600,6,37.50255,126.7107,"37.5","126.7"
"2621",100374,5,36.3199354,127.421649,"36.3","127.4"
"2695",101886,4,37.5692151,126.8478982,"37.6","126.8"
"2850",100212,8,35.1801793,128.9895078,"35.2","129"
"3004",99814,22,35.5920757,129.3622728,"35.6","129.4"
"3019",100569,12,37.2703487,127.0571819,"37.3","127.1"
"3021",100654,12,36.5062073,127.2426576,"36.5","127.2"
"3132",101826,12,37.5168721,126.8663985,"37.5","126.9"
"138",101390,21,36.9924115,127.0825428,"37","127.1"
"142",101614,5,36.79148,126.4573,"36.8","126.5"
"143",101600,5,36.79148,126.4573,"36.8","126.5"
"311",101458,6,37.60961832,127.13497876,"37.6","127.1"
"313",100936,5,35.1613389,129.0610166,"35.2","129.1"
"424",101133,6,37.5369504,126.7377435,"37.5","126.7"
"589",101208,6,36.62207,127.4502,"36.6","127.5"
"668",102424,6,37.3706,127.2516,"37.4","127.3"
"731",101135,5,37.48794,126.8075,"37.5","126.8"
"837",101282,1,37.4619209,127.1276602,"37.5","127.1"
"904",101679,21,37.5467014,127.0554212,"37.5","127.1"
"1094",101647,5,35.30564,128.7237,"35.3","128.7"
"1361",101680,0,37.2072145,126.8272142,"37.2","126.8"
"1393",101905,4,35.523196,129.4262133,"35.5","129.4"
"1411",101388,12,35.8658025,128.5502139,"35.9","128.6"
"1412",101389,12,35.8658025,128.5502139,"35.9","128.6"
"1854",101056,21,37.0479139,126.9084842,"37","126.9"
"1855",101057,6,37.0479139,126.9084842,"37","126.9"
"2024",101391,6,35.81292,128.6166,"35.8","128.6"
"2368",101532,22,35.19046,128.8008,"35.2","128.8"
"2594",101145,5,37.89924,126.9741,"37.9","127"
"2602",101530,6,36.35012,127.374,"36.4","127.4"
"2693",101637,5,37.7089274,127.1166446,"37.7","127.1"
"2788",101238,0,37.6236798,126.9304258,"37.6","126.9"
"2852",100836,14,36.7969364,127.1457902,"36.8","127.1"
"3003",101387,21,35.5920757,129.3622728,"35.6","129.4"
"3150",100938,5,37.1329331074074,128.220511738267,"37.1","128.2"
"94",103491,5,35.8204,128.5267,"35.8","128.5"
"179",102037,6,34.803873,126.3788795,"34.8","126.4"
"234",101843,0,35.83681,128.5348,"35.8","128.5"
"346",102256,12,37.2785883,126.9941041,"37.3","127"
"369",102236,1,37.751853,128.8760574,"37.8","128.9"
"801",103655,21,37.60683,127.0658,"37.6","127.1"
"802",102148,6,37.56456,127.045,"37.6","127"
"844",101726,0,37.5392646,127.2148919,"37.5","127.2"
"889",102847,6,37.47372,126.9714,"37.5","127"
"935",102169,14,36.304015,126.5217817,"36.3","126.5"
"944",102355,2,37.3778695,126.9703939,"37.4","127"
"1003",102150,5,35.81285,128.6188,"35.8","128.6"
"1302",102432,5,37.67401,126.736,"37.7","126.7"
"1706",102155,14,36.6689,127.48,"36.7","127.5"
"1707",102154,0,36.6689,127.48,"36.7","127.5"
"1783",102504,0,35.14491,129.0617,"35.1","129.1"
"1834",102875,5,37.5477,127.0228,"37.5","127"
"1850",102687,1,37.51912,127.108,"37.5","127.1"
"2167",102176,4,37.45778,126.8808,"37.5","126.9"
"2179",102270,5,35.24677,128.5892,"35.2","128.6"
"2290",102055,0,35.04758,126.5412,"35","126.5"
"2327",102018,6,36.07983,129.3944,"36.1","129.4"
"2541",102728,7,37.30695,126.8124,"37.3","126.8"
"3103",102596,6,37.5955117,127.0575173,"37.6","127.1"
"24",103362,5,37.55597,127.0709,"37.6","127.1"
"25",103665,5,35.80596,128.4978,"35.8","128.5"
"112",104292,5,37.49638,126.9404,"37.5","126.9"
"320",102686,14,35.0831517,128.899103,"35.1","128.9"
"359",103222,21,37.60783,127.1441,"37.6","127.1"
"541",102828,1,37.5369504,126.7377435,"37.5","126.7"
"672",102892,6,36.77081,127.0527,"36.8","127.1"
"684",103248,4,35.97535,126.7446,"36","126.7"
"709",103516,6,37.20098,127.0595,"37.2","127.1"
"803",102986,6,37.56456,127.045,"37.6","127"
"913",103000,5,37.5001119,127.153374,"37.5","127.2"
"1226",103005,7,37.5173036,126.6791632,"37.5","126.7"
"1247",103251,5,35.15768,126.8458,"35.2","126.8"
"1291",103318,6,37.4707,127.0896,"37.5","127.1"
"1318",103537,6,37.2004,127.0541,"37.2","127.1"
"1402",103605,5,35.79795,128.5001,"35.8","128.5"
"1481",103042,5,37.3877663,126.9536872,"37.4","127"
"1663",103299,6,37.5509786,126.8495382,"37.6","126.8"
"1699",103260,1,36.58959,128.1304,"36.6","128.1"
"2043",103199,6,37.40983,126.6801,"37.4","126.7"
"2263",102988,5,35.85004,128.5082,"35.9","128.5"
"2421",103543,6,37.36301,127.1222,"37.4","127.1"
"2598",103650,22,38.00801,128.7279,"38","128.7"
"2628",103487,2,37.4774235,126.9169023,"37.5","126.9"
"2685",103089,12,37.654075,126.90241,"37.7","126.9"
"3043",102967,1,37.5294247,127.0793552,"37.5","127.1"
"3120",103074,14,36.8143452,127.1465042,"36.8","127.1"
"139",103780,22,36.9924115,127.0825428,"37","127.1"
"237",104185,4,36.6319973,127.4626791,"36.6","127.5"
"437",104389,14,35.20741,126.8726,"35.2","126.9"
"610",104146,6,37.3665546,127.119451,"37.4","127.1"
"698",104457,4,37.46249,126.7237,"37.5","126.7"
"735",104010,5,37.34405,126.9793,"37.3","127"
"940",104297,0,37.4905228,126.7072666,"37.5","126.7"
"1039",104085,6,37.60484,126.7204,"37.6","126.7"
"1151",104602,12,37.6683053,126.8074884,"37.7","126.8"
"1163",104494,1,36.07475,128.4064,"36.1","128.4"
"1167",104378,1,37.5058969,126.7658568,"37.5","126.8"
"1292",104012,1,37.4707,127.0896,"37.5","127.1"
"1366",103851,6,37.52688,127.1094,"37.5","127.1"
"1629",104057,6,37.38924,126.6443,"37.4","126.6"
"1662",104289,8,37.3960389,126.9469279,"37.4","126.9"
"1800",104815,6,37.61337,127.038,"37.6","127"
"1801",104500,2,37.61337,127.038,"37.6","127"
"1835",103892,5,37.5477,127.0228,"37.5","127"
"2247",104466,5,35.33548,129.0295,"35.3","129"
"2563",104575,6,37.54234,127.1234,"37.5","127.1"
"2565",104566,4,37.54234,127.1234,"37.5","127.1"
"2627",103502,14,37.4774235,126.9169023,"37.5","126.9"
"2646",104316,21,37.5111006,127.0215396,"37.5","127"
"2678",104237,14,36.7842912,126.4409595,"36.8","126.4"
"2679",104238,5,36.7842912,126.4409595,"36.8","126.4"
"2694",104448,22,37.493027,126.7511127,"37.5","126.8"
"2733",104083,0,35.859239,128.5288361,"35.9","128.5"
"2784",103612,0,36.3763823,127.3168812,"36.4","127.3"
"2797",104113,21,37.4981298,126.7625206,"37.5","126.8"
"3155",103904,6,35.499263,129.4271441,"35.5","129.4"
"79",104771,21,35.16341,129.1489,"35.2","129.1"
"162",105001,6,35.2614305,129.0853177,"35.3","129.1"
"430",104878,22,35.5568656,129.2625897,"35.6","129.3"
"478",105266,5,37.5831199,127.0053481,"37.6","127"
"518",104860,21,35.19749,129.0128,"35.2","129"
"535",104763,5,36.0686579,129.3893766,"36.1","129.4"
"729",105296,6,35.05744,128.9632,"35.1","129"
"924",104946,12,37.2590167,127.0565112,"37.3","127.1"
"1043",104786,22,37.4439432,126.7145053,"37.4","126.7"
"1143",104842,8,37.5274124,126.7376275,"37.5","126.7"
"1147",104889,6,36.774062,126.4552,"36.8","126.5"
"1319",104817,3,37.2004,127.0541,"37.2","127.1"
"1980",105214,12,35.22926,129.2414,"35.2","129.2"
"2038",104868,6,36.80716,127.1298,"36.8","127.1"
"2063",105382,1,37.28415,127.1476,"37.3","127.1"
"2404",105133,6,37.50457,127.08,"37.5","127.1"
"2444",105400,5,36.81901,127.1577,"36.8","127.2"
"2564",105008,5,37.54234,127.1234,"37.5","127.1"
"2600",104785,0,38.00801,128.7279,"38","128.7"
"2736",104662,21,36.3087386,127.5697497,"36.3","127.6"
"2821",105408,14,36.7833821,127.0191155,"36.8","127"
"27",105333,4,35.14046,128.9854,"35.1","129"
"220",105727,6,37.26601,127.0219,"37.3","127"
"273",107198,6,37.49175,126.7794,"37.5","126.8"
"283",153194,5,37.45104,126.9006,"37.5","126.9"
"297",105836,1,35.93621,128.5628,"35.9","128.6"
"428",105824,0,34.85078,128.4322,"34.9","128.4"
"633",105915,2,36.1230996669589,128.347181395271,"36.1","128.3"
"750",105250,22,36.9921075,127.1129451,"37","127.1"
"1293",105982,1,37.4707,127.0896,"37.5","127.1"
"1586",105589,22,37.2061952,127.0709092,"37.2","127.1"
"1631",105686,6,37.39093,126.9541,"37.4","127"
"2062",105986,2,37.66057,127.0451,"37.7","127"
"2220",106075,5,35.81528,127.1154,"35.8","127.1"
"2259",106232,5,35.31569,128.9965,"35.3","129"
"2277",106271,4,35.31357,128.9899,"35.3","129"
"2517",105620,5,36.39106,127.3004,"36.4","127.3"
"2829",105641,6,37.2197458,126.9486913,"37.2","126.9"
"2875",105643,5,37.2659734,127.1542917,"37.3","127.2"
"2908",106057,12,35.1631139,129.1635509,"35.2","129.2"
"171",108500,5,36.36106,127.364,"36.4","127.4"
"249",106978,7,37.38665,126.9628,"37.4","127"
"287",106908,6,36.39994,127.3969,"36.4","127.4"
"309",106592,21,36.3470627,127.3669052,"36.3","127.4"
"321",106967,5,35.0831517,128.899103,"35.1","128.9"
"371",106627,14,37.5034138,126.7660309,"37.5","126.8"
"383",106646,2,35.22096,128.6813,"35.2","128.7"
"409",106870,21,37.27197,127.0566,"37.3","127.1"
"662",106645,5,37.47703,126.7802,"37.5","126.8"
"715",107321,4,36.87768,127.1533,"36.9","127.2"
"806",106697,6,35.31953,129.1893,"35.3","129.2"
"848",106827,6,35.86877,127.1124,"35.9","127.1"
"910",106545,22,37.3640517,126.9673299,"37.4","127"
"978",106903,5,37.86724,127.7538,"37.9","127.8"
"1141",106511,1,37.4622412,126.7079556,"37.5","126.7"
"1181",108781,6,37.06055,127.0696,"37.1","127.1"
"1343",106468,6,37.4250588,126.6431689,"37.4","126.6"
"1419",106754,6,36.43229,127.3838,"36.4","127.4"
"1473",106556,6,35.88735,128.5939,"35.9","128.6"
"1792",106765,0,36.353561,127.3348404,"36.4","127.3"
"1851",106172,5,36.35674,127.3479,"36.4","127.3"
"1872",106481,5,34.9617631,127.5228885,"35","127.5"
"1959",107683,21,36.04416,129.3582711,"36","129.4"
"2045",107240,5,36.84468,127.1082,"36.8","127.1"
"2109",106879,6,37.57934,126.9685,"37.6","127"
"2191",106749,2,36.3886,127.2989,"36.4","127.3"
"2201",106617,4,37.59496,126.6708,"37.6","126.7"
"2203",106710,6,37.55483,126.9773,"37.6","127"
"2236",106639,2,35.41414,129.1772,"35.4","129.2"
"2251",107191,5,36.98672,126.8491,"37","126.8"
"2322",106731,21,37.39067,126.8128,"37.4","126.8"
"2407",106744,21,37.48014,127.1299,"37.5","127.1"
"2412",106469,3,37.27657,127.0434,"37.3","127"
"2427",106797,0,35.3364,129.0298,"35.3","129"
"2522",107241,1,35.17999,129.0726,"35.2","129.1"
"2523",106892,6,35.17403,128.558,"35.2","128.6"
"2525",106464,4,37.54567,126.7481,"37.5","126.7"
"2538",106735,6,38.16666,127.4112,"38.2","127.4"
"2828",106623,5,37.2197458,126.9486913,"37.2","126.9"
"2879",107075,4,37.6583599,126.8320201,"37.7","126.8"
"2965",106603,0,37.6084295,127.1525333,"37.6","127.2"
"2966",106604,22,37.6084295,127.1525333,"37.6","127.2"
"3135",106674,0,35.1115275,126.898797,"35.1","126.9"
"80",108530,22,37.54582,127.2209,"37.5","127.2"
"186",108281,21,37.25357,127.0232,"37.3","127"
"221",108092,22,36.31998,127.4631,"36.3","127.5"
"224",107867,5,35.2429921,129.0922773,"35.2","129.1"
"258",107890,1,35.1692,129.1378,"35.2","129.1"
"461",108027,6,37.64849,127.1237,"37.6","127.1"
"495",108684,2,35.79829,128.4997,"35.8","128.5"
"515",107617,5,37.55033,126.9532,"37.6","127"
"561",108155,8,35.1891992,129.1060243,"35.2","129.1"
"716",107477,0,36.87768,127.1533,"36.9","127.2"
"893",107904,6,37.52489,127.1395,"37.5","127.1"
"915",108056,22,37.5990826,127.1331464,"37.6","127.1"
"952",108758,5,37.32434,126.8353,"37.3","126.8"
"953",107141,1,35.23243,129.08,"35.2","129.1"
"1060",107563,4,36.991348,127.1086437,"37","127.1"
"1070",107744,6,35.82516,127.0238,"35.8","127"
"1206",107968,6,36.77711,127.0602,"36.8","127.1"
"1260",108078,0,37.61329,126.9186,"37.6","126.9"
"1438",108564,5,35.09594,128.9218,"35.1","128.9"
"1472",108154,2,35.86211,127.1117,"35.9","127.1"
"1623",107832,1,37.1345902,127.0689191,"37.1","127.1"
"1632",107576,4,37.39093,126.9541,"37.4","127"
"1744",108775,4,37.4092047,126.7345959,"37.4","126.7"
"1821",108038,6,37.3057515,127.0981699,"37.3","127.1"
"1825",107951,2,34.98249,127.5821,"35","127.6"
"2027",107733,2,37.72046,127.2029,"37.7","127.2"
"2088",109787,4,37.46392,126.7338,"37.5","126.7"
"2107",108009,14,37.11717,126.9111,"37.1","126.9"
"2341",107921,0,37.52119,126.8614,"37.5","126.9"
"2415",107873,14,37.41266,126.9681,"37.4","127"
"2425",107543,6,35.15983,129.1607,"35.2","129.2"
"2581",108271,7,37.70595,126.8939,"37.7","126.9"
"2644",107607,6,37.533761,126.7410545,"37.5","126.7"
"2949",108553,0,37.6191228,127.1905846,"37.6","127.2"
"2991",107277,4,37.5378706,126.6355378,"37.5","126.6"
"64",109456,5,37.3082,126.9838,"37.3","127"
"157",109253,4,37.4932701,126.9240843,"37.5","126.9"
"267",109460,4,36.34702,127.4351,"36.3","127.4"
"387",109175,5,34.94217,128.088,"34.9","128.1"
"506",109230,5,37.5286,126.9026,"37.5","126.9"
"560",109308,1,37.5182,126.9056,"37.5","126.9"
"614",108826,14,37.4368476,129.1483626,"37.4","129.1"
"1001",109429,12,35.81285,128.6188,"35.8","128.6"
"1088",108895,2,36.27043,127.2294,"36.3","127.2"
"1506",109276,7,36.97762,127.4879,"37","127.5"
"1647",108261,12,37.3911432,127.0781912,"37.4","127.1"
"1773",108958,1,37.64749,127.124,"37.6","127.1"
"2175",109263,1,37.75781,127.1176,"37.8","127.1"
"2177",109223,12,35.11922,129.1005,"35.1","129.1"
"2223",108961,21,37.28662,127.1554,"37.3","127.2"
"2250",108770,6,36.98672,126.8491,"37","126.8"
"2253",108718,5,37.86064,128.0245,"37.9","128"
"2462",109327,5,36.84389,127.1044,"36.8","127.1"
"2574",108638,6,37.51019,126.7625,"37.5","126.8"
"2783",108891,6,36.3081573,127.4596777,"36.3","127.5"
"2851",109026,22,34.9747101,127.5848532,"35","127.6"
"3020",109474,21,37.2763519,127.1109896,"37.3","127.1"
"57",110422,6,35.86523,128.6178,"35.9","128.6"
"172",109905,2,36.36106,127.364,"36.4","127.4"
"185",109889,5,37.63096,127.0445,"37.6","127"
"226",110444,7,37.31966,127.1193,"37.3","127.1"
"340",109330,5,37.45335,126.7243,"37.5","126.7"
"496",109944,5,35.10336,128.9717,"35.1","129"
"629",110353,22,35.21498,129.0243,"35.2","129"
"733",109631,22,36.02835,129.3675,"36","129.4"
"920",110155,5,37.2014344216794,127.114081668758,"37.2","127.1"
"925",109972,5,37.5918764,127.0380631,"37.6","127"
"926",109975,6,37.5918764,127.0380631,"37.6","127"
"1068",110181,2,36.3393677,127.3886074,"36.3","127.4"
"1101",110535,6,36.12178,128.183,"36.1","128.2"
"1126",112850,22,35.3869272,129.1507503,"35.4","129.2"
"1213",109751,6,36.0909668,128.4481459,"36.1","128.4"
"1238",110410,6,37.5315776,127.0825402,"37.5","127.1"
"1490",109813,12,37.53366,127.0103,"37.5","127"
"1577",113164,4,35.21255,128.1113,"35.2","128.1"
"1799",110104,5,36.6402148,127.4579461,"36.6","127.5"
"1822",110008,7,37.3057515,127.0981699,"37.3","127.1"
"1924",110289,14,35.16196,126.8043,"35.2","126.8"
"2008",109989,5,37.36806,127.1147,"37.4","127.1"
"2033",110292,5,37.50378,127.1072,"37.5","127.1"
"2152",109971,6,37.53909,127.1167,"37.5","127.1"
"2200",109884,14,37.59496,126.6708,"37.6","126.7"
"2225",109794,5,37.28662,127.1554,"37.3","127.2"
"2396",110190,6,37.49962,126.9897,"37.5","127"
"2571",109745,6,36.84346,128.5971,"36.8","128.6"
"2726",109901,7,37.3154489,127.0745355,"37.3","127.1"
"2791",109713,6,37.3582631,126.9470119,"37.4","126.9"
"2950",109883,4,37.6191228,127.1905846,"37.6","127.2"
"3014",109334,22,35.8434319,128.5429519,"35.8","128.5"
"3113",109788,5,37.5299444,126.8160691,"37.5","126.8"
"126",110376,7,37.29387,127.1265,"37.3","127.1"
"268",110627,2,36.34702,127.4351,"36.3","127.4"
"493",110884,6,36.92649,127.0389,"36.9","127"
"504",111020,6,35.14551,129.0221,"35.1","129"
"564",110637,12,37.2414505,127.0255817,"37.2","127"
"630",110761,5,35.21498,129.0243,"35.2","129"
"696",110989,1,37.89725,127.063,"37.9","127.1"
"728",111370,6,37.20922,126.8306,"37.2","126.8"
"899",112817,14,35.1952,129.0823,"35.2","129.1"
"990",110565,6,36.6489853,128.4595676,"36.6","128.5"
"1029",110964,7,37.3700353,127.1436731,"37.4","127.1"
"1051",111363,6,37.58041,127.0699,"37.6","127.1"
"1162",110590,3,37.51008,126.8876,"37.5","126.9"
"1316",111566,6,35.86917,128.6927,"35.9","128.7"
"1384",110270,14,37.3532406,126.7200257,"37.4","126.7"
"1492",110942,0,37.50574,126.9226,"37.5","126.9"
"1740",110836,5,36.362216,127.3561329,"36.4","127.4"
"1870",111042,6,37.62342,127.0819,"37.6","127.1"
"1886",110588,0,37.54582,126.681,"37.5","126.7"
"1895",111333,14,37.54914,126.945,"37.5","126.9"
"1909",110698,12,36.47432,127.1322,"36.5","127.1"
"2092",110552,21,35.8534,128.5519,"35.9","128.6"
"2108",111014,21,35.31264,129.0047,"35.3","129"
"2183",111625,1,35.55372,129.2536,"35.6","129.3"
"2448",110840,4,37.27953,127.1475,"37.3","127.1"
"2971",111101,6,37.6440524,126.9248403,"37.6","126.9"
"160",111380,22,36.0915571,128.4471597,"36.1","128.4"
"254",111561,6,35.26066,128.6118,"35.3","128.6"
"255",112439,6,36.79463,127.1309,"36.8","127.1"
"355",111869,6,35.40876,129.1597,"35.4","129.2"
"494",112180,5,36.92649,127.0389,"36.9","127"
"567",112000,15,35.174345,128.0678977,"35.2","128.1"
"569",112522,22,35.174345,128.0678977,"35.2","128.1"
"603",111767,12,37.36588,127.1095,"37.4","127.1"
"669",112065,6,35.5307011,129.2986495,"35.5","129.3"
"742",111633,6,37.5706,126.9038,"37.6","126.9"
"752",111996,3,37.50817811,127.00266309,"37.5","127"
"843",114178,22,37.4881669,126.836087,"37.5","126.8"
"862",113327,1,37.59344,127.0941,"37.6","127.1"
"922",111753,4,37.6060667,126.6585129,"37.6","126.7"
"984",111253,5,36.0885108,129.3851653,"36.1","129.4"
"1027",112387,5,37.59216,127.0797,"37.6","127.1"
"1049",113079,6,37.55571,126.9549,"37.6","127"
"1098",111808,1,37.371,126.6537,"37.4","126.7"
"1286",111516,1,37.8006167,127.00711,"37.8","127"
"1301",111627,6,37.71866,126.7077,"37.7","126.7"
"1407",111596,21,36.6081,127.4835,"36.6","127.5"
"1408",111593,6,36.6081,127.4835,"36.6","127.5"
"1455",112032,12,36.10553,128.4256,"36.1","128.4"
"1491",111904,5,34.96487,127.7122,"35","127.7"
"1521",111670,14,37.35797,126.9679,"37.4","127"
"1697",112057,14,35.8507,127.1193,"35.9","127.1"
"1787",111231,12,37.2958044,126.9881458,"37.3","127"
"1964",111552,6,33.512601,126.5209795,"33.5","126.5"
"2118",112310,21,36.54872,129.0534,"36.5","129.1"
"2133",111843,6,37.60838,127.0361,"37.6","127"
"2159",111221,4,37.49549,126.7927,"37.5","126.8"
"2297",111741,1,37.44814,126.8847,"37.4","126.9"
"2390",113183,22,36.77967,126.4379,"36.8","126.4"
"2476",111585,22,38.20967,128.5049,"38.2","128.5"
"2482",113416,0,37.51878,126.9372,"37.5","126.9"
"2515",111787,5,37.2664,127.1399,"37.3","127.1"
"2660",111648,6,37.3264775,126.8392827,"37.3","126.8"
"2707",111985,6,34.8806427,128.6210824,"34.9","128.6"
"2881",111732,5,35.7797473,128.4403796,"35.8","128.4"
"2887",111890,2,35.3559561,128.713962,"35.4","128.7"
"3088",112561,14,35.1029863,126.9028721,"35.1","126.9"
"211",112597,21,37.38627,127.1161,"37.4","127.1"
"225",113163,6,37.44445,126.6589,"37.4","126.7"
"274",113257,0,37.49175,126.7794,"37.5","126.8"
"737",112601,14,37.37298,127.162,"37.4","127.2"
"826",112863,0,35.2445494,129.2221542,"35.2","129.2"
"1045",112576,22,35.691371136693,128.45323052608,"35.7","128.5"
"1061",114216,22,35.6404818,129.3590813,"35.6","129.4"
"1067",112665,2,34.85825,128.4243,"34.9","128.4"
"1120",113053,6,37.4864279,126.86934,"37.5","126.9"
"1477",113512,5,35.06216,128.9811,"35.1","129"
"1620",112204,0,37.37724,126.7847,"37.4","126.8"
"1717",112890,6,37.34286,126.7372,"37.3","126.7"
"2018",112645,4,37.53389,127.0084,"37.5","127"
"2039",113324,6,37.53,126.7198,"37.5","126.7"
"2221",112862,2,35.81528,127.1154,"35.8","127.1"
"2286",112625,5,37.89299,127.0502,"37.9","127.1"
"2770",113113,6,37.590643,127.0154577,"37.6","127"
"2891",112694,2,37.5511043,127.0162547,"37.6","127"
"3040",112701,7,37.6316586,126.8268357,"37.6","126.8"
"3097",113472,12,37.4958313,126.8639696,"37.5","126.9"
"12",113690,7,35.12091,126.882,"35.1","126.9"
"15",114469,2,37.64704,126.6687,"37.6","126.7"
"28",113734,5,36.82517,127.1025,"36.8","127.1"
"47",113804,22,37.50051,126.772,"37.5","126.8"
"93",113999,1,37.54365,126.7242,"37.5","126.7"
"105",113704,6,37.27068,126.9606,"37.3","127"
"113",113595,12,35.23486,128.8635,"35.2","128.9"
"173",113800,7,37.3444583,126.9407978,"37.3","126.9"
"212",113557,5,37.38627,127.1161,"37.4","127.1"
"363",113674,7,37.66893,127.0336,"37.7","127"
"379",113540,6,37.25784,127.358,"37.3","127.4"
"474",113647,5,35.2119637,129.0117527,"35.2","129"
"513",115007,0,37.55194,127.1269,"37.6","127.1"
"516",113821,6,37.50298,126.721,"37.5","126.7"
"580",113961,5,37.46564,127.1457,"37.5","127.1"
"593",113836,0,35.8242238,127.1479532,"35.8","127.1"
"659",114082,22,36.3241468,127.4236092,"36.3","127.4"
"699",115024,5,36.81984,127.1016,"36.8","127.1"
"714",113617,5,37.86409,126.7734,"37.9","126.8"
"757",114003,0,37.5684232,126.6801745,"37.6","126.7"
"796",114418,7,37.39004,126.9634,"37.4","127"
"906",113301,5,37.3908553,126.9504546,"37.4","127"
"955",114503,5,37.30346,127.1259,"37.3","127.1"
"1124",113616,2,37.6175517,126.8402918,"37.6","126.8"
"1125",114249,6,37.6175517,126.8402918,"37.6","126.8"
"1315",113612,21,35.86917,128.6927,"35.9","128.7"
"1322",113445,6,35.84071,127.0544,"35.8","127.1"
"1385",113468,4,37.6360028,127.2165279,"37.6","127.2"
"1416",114117,7,37.3012553,127.6265611,"37.3","127.6"
"1494",114056,0,37.52876,127.1317,"37.5","127.1"
"1546",115838,12,36.8974964,126.6330924,"36.9","126.6"
"1574",113825,6,37.532877,126.9579272,"37.5","127"
"1580",114189,0,35.13801,128.9739,"35.1","129"
"1672",113890,7,36.38744,127.3137,"36.4","127.3"
"1674",114010,21,37.50845,127.0761,"37.5","127.1"
"1751",113604,6,37.6583599,126.8320201,"37.7","126.8"
"1768",113657,6,37.55425,126.9096,"37.6","126.9"
"2182",113640,5,37.50019,126.8473,"37.5","126.8"
"2184",113896,6,37.25255,127.0613,"37.3","127.1"
"2188",114164,0,36.37679,127.316,"36.4","127.3"
"2279",113908,6,36.34111,127.4088,"36.3","127.4"
"2388",114120,5,37.35891,126.9692,"37.4","127"
"2413",114258,12,35.11919,129.0134,"35.1","129"
"2473",114269,5,37.39903,126.7138,"37.4","126.7"
"2477",113630,0,38.20967,128.5049,"38.2","128.5"
"2607",114521,6,37.54535,126.6811,"37.5","126.7"
"2659",113767,14,37.3264775,126.8392827,"37.3","126.8"
"2663",114606,6,37.7129893,126.7931849,"37.7","126.8"
