"","X_id","dzNum","latitude","longitude","bigLat","bigLon"
"335",86444,6,35.1380189,128.7094289,"35.1","128.7"
"403",84894,6,37.3755893,126.9724925,"37.4","127"
"579",84712,1,36.7747939,127.137041,"36.8","127.1"
"855",84932,0,35.0757752,128.9820096,"35.1","129"
"1054",85435,14,36.0190178,129.3434808,"36","129.3"
"1115",84882,11,36.31534,127.4537,"36.3","127.5"
"1145",86077,14,36.8389035,127.1222813,"36.8","127.1"
"1173",85039,5,36.8463441,127.4574265,"36.8","127.5"
"1188",85186,5,35.6379568,129.4356821,"35.6","129.4"
"1252",84996,1,37.5366708,126.745627,"37.5","126.7"
"1334",85297,22,37.6639643,126.7544675,"37.7","126.8"
"1516",84903,5,37.84997,127.7367,"37.8","127.7"
"1624",84848,5,37.5491,127.0669,"37.5","127.1"
"1714",84911,5,37.62955,126.8244,"37.6","126.8"
"1750",85962,4,37.4092047,126.7345959,"37.4","126.7"
"1882",85280,2,37.46447,126.8675,"37.5","126.9"
"1902",85111,5,36.47465,127.1326,"36.5","127.1"
"2054",84856,6,35.82243,128.7533,"35.8","128.8"
"2230",85110,4,37.24135,127.0761,"37.2","127.1"
"2305",85299,6,37.56965,126.972,"37.6","127"
"2580",85018,6,37.50755,126.7648,"37.5","126.8"
"2588",84897,21,33.47702,126.4813,"33.5","126.5"
"2960",85152,8,36.1160817,128.1877979,"36.1","128.2"
"2967",84877,5,37.4735705,126.8016449,"37.5","126.8"
"3035",85322,6,36.1191915,128.185482,"36.1","128.2"
"3066",85074,2,37.5163872,126.7244897,"37.5","126.7"
"3071",85344,4,37.3294984,127.1152651,"37.3","127.1"
"3137",85239,22,37.4823288,126.6198097,"37.5","126.6"
"76",86023,5,34.87991,128.4137,"34.9","128.4"
"84",85900,14,36.07943,128.413,"36.1","128.4"
"325",85765,6,35.5443677,129.3521129,"35.5","129.4"
"438",85618,18,37.482435,126.994571,"37.5","127"
"650",85500,5,37.28055,127.1508,"37.3","127.2"
"661",85860,21,37.8315403,127.5098827,"37.8","127.5"
"723",85934,22,37.68999,126.7701,"37.7","126.8"
"964",85544,6,37.42864,126.6984,"37.4","126.7"
"1119",85364,21,35.17341,129.0902,"35.2","129.1"
"1146",86078,2,36.8389035,127.1222813,"36.8","127.1"
"1217",85784,6,36.3440023,126.5957863,"36.3","126.6"
"1321",86165,20,37.47761,127.131,"37.5","127.1"
"1355",85660,0,35.2136021,128.7063347,"35.2","128.7"
"1418",85591,6,37.0455912,127.1541242,"37","127.2"
"1702",85832,4,35.87153,128.6119,"35.9","128.6"
"1746",85963,0,37.4092047,126.7345959,"37.4","126.7"
"1759",85379,4,37.4818076,126.8568562,"37.5","126.9"
"2053",85905,1,35.82243,128.7533,"35.8","128.8"
"2369",86121,4,35.18484,126.8401,"35.2","126.8"
"2432",85506,0,37.89734,127.0483,"37.9","127"
"2680",85602,6,35.1630009,129.0531722,"35.2","129.1"
"2811",85719,5,37.587597,127.1018569,"37.6","127.1"
"2827",85635,2,37.2197458,126.9486913,"37.2","126.9"
"2853",85623,22,35.9204756,128.5492703,"35.9","128.5"
"2935",85613,5,35.8114428,128.5316678,"35.8","128.5"
"2939",85610,3,37.477718,126.8813175,"37.5","126.9"
"2941",85611,2,37.477718,126.8813175,"37.5","126.9"
"3059",85807,5,35.2555687,129.0134636,"35.3","129"
"4",86413,5,35.96845,129.4024,"36","129.4"
"69",86200,5,37.54699,126.7432,"37.5","126.7"
"127",86480,3,37.11875,126.9177,"37.1","126.9"
"130",87925,0,36.5380009454438,129.409981321549,"36.5","129.4"
"691",86393,12,35.1497798,129.0141153,"35.1","129"
"692",86232,5,35.1497798,129.0141153,"35.1","129"
"740",86237,1,36.00429,129.3436,"36","129.3"
"886",86141,5,37.36381,127.1178,"37.4","127.1"
"907",86337,6,37.3908553,126.9504546,"37.4","127"
"1511",86118,21,33.48292,126.4961,"33.5","126.5"
"1611",86160,4,37.5034138,126.7660309,"37.5","126.8"
"1747",86927,1,37.4092047,126.7345959,"37.4","126.7"
"1881",86392,12,33.47853,126.363,"33.5","126.4"
"1914",86227,5,37.49533,126.9459,"37.5","126.9"
"2222",86585,0,35.85797,128.4619,"35.9","128.5"
"2340",86453,5,37.32221,127.0617,"37.3","127.1"
"2645",86612,3,37.2754393,127.6346287,"37.3","127.6"
"2849",86225,22,37.5510036,126.8260757,"37.6","126.8"
"3130",86526,2,37.4434876,129.1668846,"37.4","129.2"
"146",88543,0,37.52411,127.1425,"37.5","127.1"
"380",87161,6,37.64488,126.666,"37.6","126.7"
"563",88501,21,36.90466,126.6983,"36.9","126.7"
"583",86985,6,37.5776214,126.9124079,"37.6","126.9"
"681",86863,5,35.2268865,129.0085754,"35.2","129"
"790",87151,1,34.9832944,127.5790514,"35","127.6"
"825",86754,2,35.98246,126.6766,"36","126.7"
"900",86846,4,37.6169,127.013,"37.6","127"
"941",86733,22,37.4942464,127.0571613,"37.5","127.1"
"1190",88561,22,35.6384028806286,129.439285473258,"35.6","129.4"
"2087",86947,14,36.13117,128.3224,"36.1","128.3"
"2431",86976,5,37.30532,127.0792,"37.3","127.1"
"2569",87373,6,37.60863,126.9191,"37.6","126.9"
"2698",88385,4,37.1293737,126.9030029,"37.1","126.9"
"2796",86940,6,33.5060675,126.5394725,"33.5","126.5"
"2812",86689,2,37.5454212,126.6759723,"37.5","126.7"
"2962",87763,7,37.2044992,127.1107027,"37.2","127.1"
"2983",87443,5,37.4837121,127.0324112,"37.5","127"
"3109",87098,6,37.7978161,128.9154654,"37.8","128.9"
"75",87785,20,35.26075,128.8713,"35.3","128.9"
"306",87495,5,35.165132,129.1640807,"35.2","129.2"
"713",87547,2,37.58815,126.9494,"37.6","126.9"
"756",87503,22,36.9867005,126.8496255,"37","126.8"
"975",87481,6,37.50075,127.1347,"37.5","127.1"
"1165",87725,5,37.6272361,126.6989232,"37.6","126.7"
"1244",87983,4,37.51147,126.6746,"37.5","126.7"
"2357",87480,5,37.51911,126.9777,"37.5","127"
"2582",88599,21,35.83996,128.7078,"35.8","128.7"
"2794",87405,22,35.222143,129.0892642,"35.2","129.1"
"2795",87700,5,33.5060675,126.5394725,"33.5","126.5"
"2865",87769,5,37.4130954,126.9164089,"37.4","126.9"
"3143",87863,22,37.230439,127.211482,"37.2","127.2"
"473",88201,5,37.6251607,126.820275,"37.6","126.8"
"582",88346,1,37.5776214,126.9124079,"37.6","126.9"
"677",88182,6,37.5281,126.624,"37.5","126.6"
"770",88443,1,36.31647086,127.44337047,"36.3","127.4"
"776",88358,0,37.89735,127.0522,"37.9","127.1"
"820",88604,14,36.51752,127.2411,"36.5","127.2"
"1191",88558,5,35.6384028806286,129.439285473258,"35.6","129.4"
"1273",88528,2,37.3909588,126.9320998,"37.4","126.9"
"1274",88529,22,37.3909588,126.9320998,"37.4","126.9"
"1725",88154,5,37.5180909,126.8394508,"37.5","126.8"
"1885",87907,6,37.77507,127.3582,"37.8","127.4"
"1901",88686,1,34.73069,127.7162,"34.7","127.7"
"1989",88473,6,35.27343,128.5272,"35.3","128.5"
"2445",88570,22,35.78621,127.1376,"35.8","127.1"
"3074",88407,8,37.6192950853431,126.832259701206,"37.6","126.8"
"3096",88220,6,35.9736503,128.9498527,"36","128.9"
"21",91053,6,37.58468,127.1398,"37.6","127.1"
"65",89003,5,37.3082,126.9838,"37.3","127"
"68",89119,1,37.29256,127.1528,"37.3","127.2"
"70",88839,5,37.66875,127.0579,"37.7","127.1"
"122",89533,12,37.49257,126.7731,"37.5","126.8"
"222",89368,6,35.8966,128.6204,"35.9","128.6"
"463",89753,0,37.65398,126.8377,"37.7","126.8"
"482",89451,12,37.61765,127.0069,"37.6","127"
"520",88622,6,36.7957987,127.102681,"36.8","127.1"
"585",88890,6,37.513555,126.8551747,"37.5","126.9"
"604",89052,1,36.5776978,128.4972699,"36.6","128.5"
"657",89084,2,35.8080526,128.5357303,"35.8","128.5"
"680",89013,22,35.2268865,129.0085754,"35.2","129"
"846",89212,21,35.16899,129.176,"35.2","129.2"
"980",89017,5,35.3350072,129.0371689,"35.3","129"
"1042",88906,0,37.4439432,126.7145053,"37.4","126.7"
"1093",89117,9,37.64569,126.8853,"37.6","126.9"
"1363",89237,6,35.87037,128.564,"35.9","128.6"
"1562",88665,22,37.4469893,126.7319416,"37.4","126.7"
"1608",89573,5,37.5135,126.8554,"37.5","126.9"
"1626",88942,5,35.8513,128.4653,"35.9","128.5"
"1698",88885,4,35.52679,129.4293,"35.5","129.4"
"1728",88847,22,37.5686647,126.8092551,"37.6","126.8"
"2294",88744,21,36.14353,128.1144,"36.1","128.1"
"2313",88919,6,37.67713,127.209,"37.7","127.2"
"2348",89330,2,36.31408,127.3223,"36.3","127.3"
"2382",88870,6,37.21697,127.0443,"37.2","127"
"2566",88987,5,35.14822,129.0609,"35.1","129.1"
"2570",89426,4,37.60863,126.9191,"37.6","126.9"
"2587",88973,5,33.22607,126.2505,"33.2","126.3"
"2611",89004,1,37.49306,126.9874,"37.5","127"
"2749",89430,14,36.3321087,127.4436681,"36.3","127.4"
"2793",88886,5,37.5626904,126.9763117,"37.6","127"
"2810",89272,12,37.2914716,127.0309341,"37.3","127"
"2903",90191,1,35.1785638,128.7920627,"35.2","128.8"
"3033",89206,0,36.6371721,127.4271544,"36.6","127.4"
"3079",88928,6,36.9845497,127.1525579,"37","127.2"
"3108",89203,2,37.7978161,128.9154654,"37.8","128.9"
"147",89907,6,37.48449,126.9325,"37.5","126.9"
"366",90045,5,36.1889693,127.7804332,"36.2","127.8"
"376",89910,5,37.4608046,126.735017,"37.5","126.7"
"395",90070,6,36.32793085,127.4030266,"36.3","127.4"
"479",89885,14,37.3085917,126.8529046,"37.3","126.9"
"697",89873,6,37.51414,126.9171,"37.5","126.9"
"724",90090,2,37.68999,126.7701,"37.7","126.8"
"744",89538,14,37.3171027,126.9523858,"37.3","127"
"993",89935,5,37.39226,126.9479,"37.4","126.9"
"999",89936,5,37.539426,126.8739631,"37.5","126.9"
"1058",89690,4,37.542843,127.1393798,"37.5","127.1"
"1091",92270,6,34.88855,128.6116,"34.9","128.6"
"1365",90079,21,37.52688,127.1094,"37.5","127.1"
"1376",90246,1,37.48678,126.767,"37.5","126.8"
"1452",89969,11,37.4815245,126.7687392,"37.5","126.8"
"1862",89467,6,34.9531119,127.5299269,"35","127.5"
"1925",89898,6,35.8634408,128.5468497,"35.9","128.5"
"1963",90075,6,34.6458937,126.7292482,"34.6","126.7"
"2180",89814,5,35.19304,128.1207,"35.2","128.1"
"2190",89986,5,36.3886,127.2989,"36.4","127.3"
"2383",90097,5,34.95825,127.4979,"35","127.5"
"2589",90791,6,37.48737,127.1272,"37.5","127.1"
"2734",89976,2,35.859239,128.5288361,"35.9","128.5"
"2782",90304,22,36.3081573,127.4596777,"36.3","127.5"
"2980",89896,6,37.5084259,126.9304678,"37.5","126.9"
"3107",89785,15,37.7978161,128.9154654,"37.8","128.9"
"3126",89478,21,35.8866012,128.6353024,"35.9","128.6"
"194",90662,14,37.50054,126.9415,"37.5","126.9"
"236",90524,6,37.52428,126.9291,"37.5","126.9"
"330",90988,21,37.5173088,126.8970324,"37.5","126.9"
"410",90498,22,35.1797461,128.0678151,"35.2","128.1"
"605",90601,22,36.5776978,128.4972699,"36.6","128.5"
"754",90542,6,35.328581,129.0151743,"35.3","129"
"816",91092,5,37.1807,126.9874,"37.2","127"
"1127",90490,5,35.3869272,129.1507503,"35.4","129.2"
"1194",90842,4,36.119485,128.3445734,"36.1","128.3"
"1240",90891,6,36.67387,127.4854,"36.7","127.5"
"1249",90496,6,37.252143,127.0634699,"37.3","127.1"
"1347",90746,12,37.5228566,129.1160648,"37.5","129.1"
"1367",90635,5,37.52688,127.1094,"37.5","127.1"
"1375",91072,2,37.48678,126.767,"37.5","126.8"
"1502",90954,22,36.36616,129.3946,"36.4","129.4"
"1617",90776,22,35.42043,127.4049,"35.4","127.4"
"1665",90794,21,36.38718,127.3092,"36.4","127.3"
"1875",90200,6,37.54298,127.0459,"37.5","127"
"2219",90769,6,37.27034,126.9404,"37.3","126.9"
"2252",91054,6,37.32994,127.125,"37.3","127.1"
"2439",90309,6,37.29562,127.4364,"37.3","127.4"
"2503",90505,6,35.02631,126.7773,"35","126.8"
"2624",90599,21,37.0587193,127.0796905,"37.1","127.1"
"2846",90931,14,37.5487843,127.154794,"37.5","127.2"
"2898",90621,22,35.1794009,128.1485938,"35.2","128.1"
"3030",90438,14,37.4947798,126.8547543,"37.5","126.9"
"3078",90904,12,35.1365596,129.084364,"35.1","129.1"
"116",91514,11,37.19675,126.9377,"37.2","126.9"
"193",91160,22,37.50054,126.9415,"37.5","126.9"
"223",91189,6,35.8966,128.6204,"35.9","128.6"
"235",91367,21,37.52428,126.9291,"37.5","126.9"
"318",91431,21,37.0231263,126.9235804,"37","126.9"
"331",91700,6,37.5173088,126.8970324,"37.5","126.9"
"394",91661,5,36.32793085,127.4030266,"36.3","127.4"
"566",91418,5,35.231488,128.5825339,"35.2","128.6"
"597",91503,5,37.7478775,126.4824553,"37.7","126.5"
"611",92100,22,35.8298561,128.5327576,"35.8","128.5"
"774",91274,6,37.542157,127.2045129,"37.5","127.2"
"958",91447,5,35.1647019,129.1666559,"35.2","129.2"
"960",91328,5,35.3335547,129.0155002,"35.3","129"
"1179",91658,5,35.8466348,129.2330677,"35.8","129.2"
"1479",91025,6,35.15708,129.1429,"35.2","129.1"
"1824",91442,5,35.23836,128.8713,"35.2","128.9"
"1839",91361,5,35.23179,128.4972,"35.2","128.5"
"1889",91578,0,36.6456,127.4542,"36.6","127.5"
"2081",91584,5,37.91949,127.3079,"37.9","127.3"
"2321",91744,21,37.69698,126.7748,"37.7","126.8"
"2342",92317,6,37.46168,126.6908,"37.5","126.7"
"2367",93585,2,36.80175,127.1137,"36.8","127.1"
"2409",91568,14,36.34255,127.4175,"36.3","127.4"
"2674",91472,22,35.8250555,128.7415441,"35.8","128.7"
"195",91955,21,37.54485,127.1301,"37.5","127.1"
"390",92038,1,37.53849,126.8631,"37.5","126.9"
"472",91846,14,37.5454212,126.6759723,"37.5","126.7"
"823",92494,6,36.32391,127.4078,"36.3","127.4"
"841",92229,1,37.4858544,126.7134945,"37.5","126.7"
"888",92430,0,37.72827,127.1912,"37.7","127.2"
"1177",92239,0,37.1164445,126.9104389,"37.1","126.9"
"1250",92610,5,37.39720819,126.92193014,"37.4","126.9"
"1330",92183,22,35.2285451,128.8893517,"35.2","128.9"
"1417",92059,5,35.9614254,126.9791655,"36","127"
"1435",92252,5,37.4888568,126.8095916,"37.5","126.8"
"1529",91999,6,35.12792,129.1036,"35.1","129.1"
"1539",92572,6,35.834255,127.1229454,"35.8","127.1"
"1754",92166,4,35.1631139,129.1635509,"35.2","129.2"
"1793",92041,1,35.8746163,128.4956129,"35.9","128.5"
"1969",92791,14,37.8864682,127.7531234,"37.9","127.8"
"2131",93125,5,37.39485,126.9495,"37.4","126.9"
"2314",93477,0,37.48102,126.9274,"37.5","126.9"
"2380",91974,5,37.44709,126.8814,"37.4","126.9"
"2449",92102,0,37.5705,127.0847,"37.6","127.1"
"2489",91858,4,36.3231,127.4623,"36.3","127.5"
"2552",92040,12,35.26503,128.6233,"35.3","128.6"
"2706",91969,6,37.7085833,126.7535414,"37.7","126.8"
"2806",92235,22,36.7512306,126.9885655,"36.8","127"
"3154",92213,22,35.0937347,128.8376571,"35.1","128.8"
"35",93032,22,35.8902,128.6505,"35.9","128.7"
"52",96164,12,35.24069,129.0913,"35.2","129.1"
"323",92961,1,37.1726421,127.1052396,"37.2","127.1"
"344",92542,22,33.5204736,126.5767826,"33.5","126.6"
"517",92706,6,37.64333,127.0643,"37.6","127.1"
"652",92934,21,37.47962626,127.04969009,"37.5","127"
"842",92732,2,37.4858544,126.7134945,"37.5","126.7"
"849",92799,5,34.8265183,128.4181853,"34.8","128.4"
"983",92868,22,35.8311775,127.0963264,"35.8","127.1"
"1005",92779,4,37.48874,126.9634,"37.5","127"
"1023",93063,5,37.35918,127.9185,"37.4","127.9"
"1272",93057,2,36.3362992,127.3956175,"36.3","127.4"
"1386",92788,5,35.19329,128.1151,"35.2","128.1"
"1423",93168,6,35.24478,129.0075,"35.2","129"
"1770",93163,21,37.26199,127.0179,"37.3","127"
"1791",92656,6,37.34353,126.9229,"37.3","126.9"
"1912",93357,6,37.58854,127.0231,"37.6","127"
"2140",92567,1,35.64397,129.3562,"35.6","129.4"
"2186",93436,21,37.53778,127.1298,"37.5","127.1"
"2553",92750,5,35.26503,128.6233,"35.3","128.6"
"2634",92385,0,35.028265,126.7780821,"35","126.8"
"2655",92714,22,35.87950591,128.60590272,"35.9","128.6"
"2719",92805,0,37.4449168,127.1388684,"37.4","127.1"
"43",118663,6,35.13836,129.1015,"35.1","129.1"
"58",93883,21,37.50896,126.7672,"37.5","126.8"
"372",93593,5,33.3879471,126.2337588,"33.4","126.2"
"682",93769,21,34.85721,128.424,"34.9","128.4"
"822",93329,6,37.37893,127.2973,"37.4","127.3"
"936",93536,6,37.5894892,127.1472579,"37.6","127.1"
"1017",99320,12,36.46045,127.8068,"36.5","127.8"
"1482",93523,6,37.56477,127.1745,"37.6","127.2"
"1566",93553,6,35.9732915,128.9385493,"36","128.9"
"1587",93668,5,37.74168,128.9153,"37.7","128.9"
"1856",93733,0,37.39259,126.9824,"37.4","127"
"1861",94746,21,35.5668,129.3302,"35.6","129.3"
"2211",93498,6,35.64682,129.3533,"35.6","129.4"
"2381",93602,3,37.44709,126.8814,"37.4","126.9"
"2727",93512,0,37.4977186,126.9361308,"37.5","126.9"
"2741",93420,5,37.4403695,126.7164037,"37.4","126.7"
"155",94280,2,36.06942,129.3907,"36.1","129.4"
"187",94070,6,34.97023,128.3417,"35","128.3"
"317",94764,6,37.5875145,127.0438542,"37.6","127"
"326",94651,1,35.5443677,129.3521129,"35.5","129.4"
"464",94840,0,37.65398,126.8377,"37.7","126.8"
"686",96666,4,37.4482146,126.893041,"37.4","126.9"
"793",94300,0,37.62697,127.0676,"37.6","127.1"
"811",94090,6,36.6471367,126.6812194,"36.6","126.7"
"813",94444,0,37.28327,127.4524,"37.3","127.5"
"845",94322,6,35.96334247,126.71440562,"36","126.7"
"866",94772,6,35.26159,129.0905,"35.3","129.1"
"879",95456,5,37.8965,127.0549,"37.9","127.1"
"897",94689,20,37.58401,127.0546,"37.6","127.1"
"969",95370,14,37.2790566,127.1455831,"37.3","127.1"
"996",94483,0,36.7332977,127.4487549,"36.7","127.4"
"1055",94513,0,35.25394,128.615,"35.3","128.6"
"1157",94347,6,37.39567,126.9556,"37.4","127"
"1212",94394,6,37.59913,126.7196,"37.6","126.7"
"1267",94549,0,37.45749,126.6854,"37.5","126.7"
"1399",94232,4,37.69357,126.7531,"37.7","126.8"
"1474",94781,5,36.4499776,127.4344497,"36.4","127.4"
"1505",94266,0,37.6257,127.0878,"37.6","127.1"
"1779",94726,14,37.3073,127.0015,"37.3","127"
"1831",93976,6,36.97691,126.8449,"37","126.8"
"1871",94437,5,37.2741623,127.0751223,"37.3","127.1"
"1920",94320,5,35.55243,129.266,"35.6","129.3"
"2012",94857,12,34.88396,128.6261,"34.9","128.6"
"2030",94911,4,33.49875,126.5278,"33.5","126.5"
"2101",94960,22,37.48691,126.7579,"37.5","126.8"
"2193",94352,2,37.54541,127.0135,"37.5","127"
"2213",94260,0,37.73085,126.7358,"37.7","126.7"
"2231",94978,20,37.5682,126.9171,"37.6","126.9"
"2419",95590,22,35.0644,128.9806,"35.1","129"
"2470",94486,5,37.69044,126.7586,"37.7","126.8"
"2751",94340,5,37.4912195,127.4875607,"37.5","127.5"
"2781",94926,5,36.956252,128.3726908,"37","128.4"
"2820",94704,0,35.9573042,126.9709396,"36","127"
"334",95386,12,36.3213646,127.388524,"36.3","127.4"
"824",95641,5,35.26793,128.6281,"35.3","128.6"
"1077",95656,12,36.35353,127.4292,"36.4","127.4"
"1135",95441,5,34.7603737,127.6622221,"34.8","127.7"
"1398",95194,5,37.69357,126.7531,"37.7","126.8"
"1543",95651,22,36.9910113,127.9259497,"37","127.9"
"1592",95249,20,35.2048575,129.0836402,"35.2","129.1"
"1668",95364,2,36.0870136,129.3827356,"36.1","129.4"
"1688",95508,12,35.27237,128.5256,"35.3","128.5"
"1738",95661,20,37.5384843,127.0822938,"37.5","127.1"
"1995",95171,4,37.57236,126.8138,"37.6","126.8"
"1999",95764,21,37.4042,127.2296,"37.4","127.2"
"2232",95760,6,37.5682,126.9171,"37.6","126.9"
"2248",95653,6,36.58548,126.6433,"36.6","126.6"
"2295",95592,21,35.82454,128.7208,"35.8","128.7"
"2688",95489,6,37.5024656,126.888377,"37.5","126.9"
"2712",95111,2,37.5266147,126.8039968,"37.5","126.8"
"2713",95252,0,37.3171499,126.849492,"37.3","126.8"
"2780",95250,4,35.5218162,129.3140163,"35.5","129.3"
"13",97013,0,35.17041,126.8854,"35.2","126.9"
"71",97174,15,37.40689,126.7343,"37.4","126.7"
"288",96568,21,36.29299,127.3369,"36.3","127.3"
"322",96095,14,35.1962829,126.8408804,"35.2","126.8"
"498",96494,5,37.44181,127.1581,"37.4","127.2"
"653",96117,5,34.5062002,126.3235394,"34.5","126.3"
"704",99501,12,37.52112,126.9941,"37.5","127"
"854",96212,5,35.2285451,128.8893517,"35.2","128.9"
"1295",96203,2,35.1533896,128.6519488,"35.2","128.7"
"1527",98025,22,37.47762,126.8515,"37.5","126.9"
"1528",98036,21,37.47762,126.8515,"37.5","126.9"
"1582",96497,2,35.9780853,126.6778148,"36","126.7"
"1664",96042,5,37.30318,126.9774,"37.3","127"
"1689",97004,6,35.27237,128.5256,"35.3","128.5"
"1950",96093,0,35.1644013,128.0499614,"35.2","128"
"1988",96609,0,33.47139,126.5478,"33.5","126.5"
"2151",96124,6,35.89607,128.6253,"35.9","128.6"
"2214",97365,0,37.45568,127.1566,"37.5","127.2"
"2299",96077,5,37.25354,127.0661,"37.3","127.1"
"2428",96625,21,35.25879,128.8708,"35.3","128.9"
"2895",96465,6,37.2846179,127.1555895,"37.3","127.2"
"2930",96452,0,35.1509626,128.0996672,"35.2","128.1"
"2931",96150,0,37.8949148,127.2003551,"37.9","127.2"
"2940",96086,5,37.477718,126.8813175,"37.5","126.9"
"2942",96091,6,37.477718,126.8813175,"37.5","126.9"
"3013",96100,2,35.8434319,128.5429519,"35.8","128.5"
"3039",96281,22,35.2281473300534,129.148651196249,"35.2","129.1"
"2",96553,6,36.09139,128.4242,"36.1","128.4"
"40",97095,21,37.32769,126.8497,"37.3","126.8"
"50",96847,22,37.47758,126.8806,"37.5","126.9"
"136",96697,5,36.62502,127.4738,"36.6","127.5"
"184",96766,0,37.39232,126.9484,"37.4","126.9"
"485",97278,6,36.90327,127.1354,"36.9","127.1"
"491",97057,14,35.18428,126.9051,"35.2","126.9"
"678",97094,22,37.76065,127.0303,"37.8","127"
"712",97066,4,37.58815,126.9494,"37.6","126.9"
"798",96844,5,36.1096312,128.3648476,"36.1","128.4"
"942",97429,21,36.5160973,127.2367198,"36.5","127.2"
"1018",99318,6,36.46045,127.8068,"36.5","127.8"
"1089",96984,6,35.21646,128.6836,"35.2","128.7"
"1136",96842,6,34.7603737,127.6622221,"34.8","127.7"
"1180",97157,4,37.4982783,127.1173567,"37.5","127.1"
"1329",97141,6,34.9406968,127.6958882,"34.9","127.7"
"1468",96896,22,36.34716,127.3658,"36.3","127.4"
"1523",97464,22,37.30257,127.1238,"37.3","127.1"
"1554",96932,6,37.6065602,127.0926519,"37.6","127.1"
"1696",96880,5,37.50073,126.7581,"37.5","126.8"
"1817",97085,2,37.4876,129.1077,"37.5","129.1"
"1829",97009,6,34.3110596,126.7550541,"34.3","126.8"
"1975",96947,21,34.98524,127.4995,"35","127.5"
"2068",97169,5,37.86316,126.7908,"37.9","126.8"
"2072",96712,1,37.49232,129.1214,"37.5","129.1"
"2076",97076,6,37.63377,126.8348,"37.6","126.8"
"2112",97032,6,37.28371,126.8626,"37.3","126.9"
"2134",96922,6,37.5665,126.8213,"37.6","126.8"
"2572",97099,0,36.7708,127.0511,"36.8","127.1"
"2573",97017,6,37.47186,126.8477,"37.5","126.8"
"2765",96799,6,37.8606923,126.8302,"37.9","126.8"
"2868",99275,1,35.8179804,128.7574412,"35.8","128.8"
"2929",96824,14,36.9014819,127.5288441,"36.9","127.5"
"2937",97697,22,34.8114996,126.3823347,"34.8","126.4"
"2976",96860,5,37.5930034,127.8240812,"37.6","127.8"
"3104",97197,6,35.6428735,129.3529233,"35.6","129.4"
"3110",97118,0,35.1588232,129.0586617,"35.2","129.1"
"154",97809,0,37.63599,126.6328,"37.6","126.6"
"251",97946,5,35.8634,128.6966,"35.9","128.7"
"282",153193,6,37.45104,126.9006,"37.5","126.9"
"329",100615,21,37.6205271,126.837853,"37.6","126.8"
"348",98529,12,35.84357,128.5682,"35.8","128.6"
"382",97897,5,35.22096,128.6813,"35.2","128.7"
"462",97910,5,37.65398,126.8377,"37.7","126.8"
"508",97700,21,37.36292,126.7334,"37.4","126.7"
"706",98703,21,35.97108,129.4192,"36","129.4"
"738",97695,6,37.2717,127.0925,"37.3","127.1"
"783",97726,14,35.25091,128.6514,"35.3","128.7"
"860",98042,6,37.2675,126.9941,"37.3","127"
"994",97566,12,35.105714,128.9634233,"35.1","129"
"1097",98134,5,37.371,126.6537,"37.4","126.7"
"1186",97944,5,37.47061,127.1524,"37.5","127.2"
"1225",97580,5,35.335583,129.0058412,"35.3","129"
"1233",98058,5,37.54878,126.9115,"37.5","126.9"
"1234",98248,6,37.37941,127.1319,"37.4","127.1"
"1345",97577,5,37.4973048,127.1552964,"37.5","127.2"
"1579",98890,6,37.48604,126.9968,"37.5","127"
"1655",97586,21,33.24244,126.3276,"33.2","126.3"
"1790",97727,0,36.6122165,127.4678479,"36.6","127.5"
"1795",97625,0,37.2516575,127.0365535,"37.3","127"
"2311",97763,5,35.33294,129.1674,"35.3","129.2"
"2629",97585,5,37.4774235,126.9169023,"37.5","126.9"
"2729",97640,1,35.3138856,128.7370233,"35.3","128.7"
"2888",97613,2,36.0190178,129.3434808,"36","129.3"
"2938",97687,6,34.8114996,126.3823347,"34.8","126.4"
"20",98839,4,36.30885,127.3398,"36.3","127.3"
"486",98451,2,37.48573,126.8905,"37.5","126.9"
"521",98503,6,35.1726182,129.0273114,"35.2","129"
"532",98662,6,37.2837715,127.6413995,"37.3","127.6"
"584",98297,1,37.30283,127.083,"37.3","127.1"
"628",98101,2,36.019185,128.4022661,"36","128.4"
"675",98909,6,37.68755,126.7778,"37.7","126.8"
"710",98453,5,37.20098,127.0595,"37.2","127.1"
"771",98903,6,37.47115846,127.10520989,"37.5","127.1"
"840",98910,13,36.5124673,127.2661534,"36.5","127.3"
"863",98644,12,37.2853807,127.012678,"37.3","127"
"923",98961,5,37.6060667,126.6585129,"37.6","126.7"
"947",98729,21,37.738098,127.0336819,"37.7","127"
"966",99026,2,36.51584,127.2503,"36.5","127.3"
"1019",99317,1,36.46045,127.8068,"36.5","127.8"
"1099",100844,12,37.30898,126.8427,"37.3","126.8"
"1133",98727,22,34.7603737,127.6622221,"34.8","127.7"
"1204",98576,4,36.7818877,127.0026211,"36.8","127"
"1277",98969,14,37.59201,127.1462,"37.6","127.1"
"1371",98830,6,35.9473715,128.5784333,"35.9","128.6"
"1404",98153,0,37.4005657,126.7246127,"37.4","126.7"
"1495",98596,2,36.06487,129.3806,"36.1","129.4"
"1583",99155,22,35.5037598,128.7464415,"35.5","128.7"
"1612",98282,2,37.7212771,126.7525311,"37.7","126.8"
"1863",98842,5,35.49988,129.4181,"35.5","129.4"
"1929",98582,5,37.2387218,127.1090626,"37.2","127.1"
"2069",99068,5,37.22776,128.0887,"37.2","128.1"
